id;pageCat;imageCat;numberCat;"Anzahl der Bände bzw.  ""tomi"" lt. hs. Katalog";"Erschienene Teile insgesamt =  ""comment"" zum Werk";"davon vorhanden = ""comment"" zum Expl. lt. Katalog";titleCat;titleBib;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;contributor5;place1;place2;place3;publisher1;publisher2;publisher3;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
35;8;00014;33;;;;item nocheinmahl 1732;Die Wahrheit Der Christlichen Religion : Aus der Auferstehung Jesu Christi Auf eine Demonstrativische Art In drey Theilen ... Nebst einem Anhange Darinn die wichtigsten Stücke der natürlichen Religion abgehandelt werden / bewiesen durch Humfredum Ditton ... Anfangs In Englischer Sprache herausgegeben, Nun aber ... in die deutsche übersetzt Mit Anmerkungen, Registern, dem Leben des Verfassers Und einer Vorrede ... des Herrn Abt Mosheims Vermehret Durch Gabriel Wilhelm Goetten ;Ditton, Humphrey#1017730709m;;;;Mosheim, Johann Lorenz von#118737147m [VORREDNER];Götten, Gabriel Wilhelm#116733462m;;;;Braunschweig#getty7004434;Hildesheim#getty7005248;;;;;1732;8°;Catalogus I;Theologie;Abhandlung: theol.;Druck;ger;VD18;11392126;;;;;;;;;;;;http://digital.slub-dresden.de/id422642754;
36;8;00014;34;;;;Benedict Pictets Scrutinium Religionum d.i. Schrifftmäßige Glaubens Prüfung, nebst Vorrede Marpergers. Dresden u Leipzig 1730.;"Benedict Pictets Scrutinium Religionum, Das ist: Schrifft-mäßige Glaubens-Prüfung Der Natürlichen, Heydnischen, Türckischen, und Jüdischen, allermeist aber der Christlichen Religion: Nebst einer Untersuchung des Römisch-Catholischen, Griechischen und Reformirten Glaubens, wie auch der gesegneten Evangelischen Reformation ; Mit angefügter Vermahnung bey der wahren Religion beständig zu verharren; ...aus dem Frantzösischen ins Teutsche gebracht und mit Anmerckungen des Ubersetzers zum Druck befördert / Nebst einer Vorrede Hrn. Bernhard Walther Marpergers, Theol. Doct. Königl. und Chur-Fürstl. Sächß. Ober-Hoff-Predigers, Kirchen- und Ober-Consistorial-Raths ";Pictet, Bénédict#128525827m;;;;Marperger, Bernhard Walter#11678881Xm [VORREDNER];;;;;Dresden#getty7004455;Leipzig#getty7139158 ;;Lesch, Johann Gottfried#1037499360m;;;1730;8°;Catalogus I;Theologie;Predigtsammlung;Druck;ger;VD18;1081325X;;;;;;;;;;;;http://nbn-resolving.de/urn:nbn:de:gbv:3:1-814755;
37;8;00014;35;6;Teil 1-8;Teil 1-6;Joh. Tillotsons auserlesene Predigten über wichtige Stücke der Lehre Jesu Christi. Helmstäd 1730. Tom: i. ii. iii. iv. v. vi.;Auserlesene Predigten über wichtige Stücke der Lehre Jesu Christi : Aus d. Engl. Nebst e. Vorr.;Tillotson, John#119097990m;;;;Mosheim, Johann Lorenz von#118737147m [MITARBEITER];Darnmann, Johann Martin#100771092m [ÜBERSETZER];;;;Helmstedt#getty7005247edt;;;Weygand, Christian Friedrich#115606084m;;;1730;8°;Catalogus I;Theologie;Predigtsammlung;Druck;ger;GBV;149993765;;;;;;;;;;;;urn:nbn:de:bvb:12-bsb11099281-8;
38;8;00014;36;3;Teil 1-3;Teil 1-3;J. L. Mosheims Heilige Reden Hamburg 1732. Tom: i. ii. iii. in 3 Bänden;Johann Lorentz Mosheims Heilige Reden über wichtige Wahrheiten der Lehre Jesu Christi ;Mosheim, Johann Lorenz von#118737147m;;;;Piscator, Johann Georg#1037505387m [DRUCKER];Felginer, Catharina Sophia#1037507932w [DRUCKERIN];;;;Hamburg#getty7005289;;;Felginer, Theodor Christoph#135982227m ;;;1732;8°;Catalogus I;Theologie;Predigtsammlung;Druck;ger;VD18;90248783;;;;;;;;;;;Nur T.1-3 von 4;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10463820-4;
39;9;00015;37;;;;item nocheinmahl, in einem Band;Johann Lorentz Mosheims Heilige Reden über wichtige Wahrheiten der Lehre Jesu Christi ;Mosheim, Johann Lorenz von#118737147m;;;;;;;;;Hamburg#getty7005289;;;;;;1732;8°;Catalogus I;Theologie;Predigtsammlung;Druck;ger;VD18;90248783;;;;;;;;;;;;;
40;9;00015;38;;;;The holy Bible containing the Old Testament and the New. Oxford 1679.;The Holy Bible : containing the Old Testament and the New / newly translated out of the originall tongues and with the former translations dilgently compared & revised ;;;;;;;;;;Oxford#getty7011931;;;;;;1679;8°;Catalogus I;Theologie;Bibel;Druck;eng;GBV;553117564;;;;;;;;;;;;http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&res_id=xri:eebo&rft_val_fmt=&rft_id=xri:eebo:image:45372;
41;9;00015;39;;;;Opfer der Heiligen Oettingen 1710.;Opffer der Heiligen: Bestehend Jn zweyen Theilen andächtiger Gebethe: I. Jn allerley Seelen- und Leibes-Anliegen: II. Auf alle Son[n]- und Fest-Tags-Evangelia durchs gantze Jahr / Zu Beförderung eigner Andacht anfänglich abgefasset/ Nunmehro aber auch zu anderer Erbauung durch den Druck mitgetheilet ;Elisabeth Juliane, Braunschweig-Lüneburg, Herzogin#104183772w;;;;;;;;;Oettingen#getty7012633;;;;;;1710;8°;Catalogus I;Theologie;Gebetbuch;Druck;ger;VD18;12828033;Herzog August Bibliothek;M: Th Sammelbd. 3 (1);;http://diglib.hab.de/drucke/th-sammelbd-3-1s/start.htm;;;;;;;;;
42;9;00015;40;2;Teil 1-4;Teil 1-4;J. G. Palms Evangelische Reden, über die Evangelia. Wolffenbüttel 1731. i. ii, iiiter u ivter theil. in 2 Bänden;Johann Georg Palms Evangelische Reden uber die Sonn- und Fest-Tags-Evangelia des gantzen Jahres;Palm, Johann Georg#116019077m ;;;;Meisner, Johann Christoph#1014515564m;;;;;Wolfenbüttel#getty7005253;;;;;;1731;8°;Catalogus I;Theologie;Predigtsammlung;Druck;ger;GBV;151128898;;;;;;;;;;;;http://purl.uni-rostock.de/rosdok/ppn866911359;
43;9;00015;41;;;;Recueil des prieres et pensees Chretiennes.;Recueil de priéres et pensées chrétiennes;;;;;;;;;;;;;;;;ca. 1700;8°;Catalogus I;Theologie;Gebetbuch;Druck;fre;GBV;150766653;;;;;;;;;;;;;
44;9;00015;42;;;;item noch einmahl;Recueil de priéres et pensées chrétiennes;;;;;;;;;;;;;;;;ca. 1700;8°;Catalogus I;Theologie;Gebetbuch;Druck;fre;GBV;150766653;;;;;;;;;;;;;
45;9;00015;43;;;;item.;Recueil de priéres et pensées chrétiennes;;;;;;;;;;;;;;;;ca. 1700;8°;Catalogus I;Theologie;Gebetbuch;Druck;fre;GBV;150766653;;;;;;;;;;;;;
46;9;00015;44;;;;item;Recueil de priéres et pensées chrétiennes;;;;;;;;;;;;;;;;ca. 1700;8°;Catalogus I;Theologie;Gebetbuch;Druck;fre;GBV;150766653;;;;;;;;;;;;;
47;9;00015;45;;;;item;Recueil de priéres et pensées chrétiennes;;;;;;;;;;;;;;;;ca. 1700;8°;Catalogus I;Theologie;Gebetbuch;Druck;fre;GBV;150766653;;;;;;;;;;;;;
48;9;00015;46;;;;item.;Recueil de priéres et pensées chrétiennes;;;;;;;;;;;;;;;;ca. 1700;8°;Catalogus I;Theologie;Gebetbuch;Druck;fre;GBV;150766653;;;;;;;;;;;;;
49;9;00015;47;;;;F. P. Tacken, Sünde der Menschen nach dem Tode. Wolffenbüttel 1732.;Die Sünde der Menschen nach dem Tode, denen Gelehrten zur Untersuchung, denen Ungelehrten zur Unterweisung, beyden aber zur nöthigen Warnung, schriftmäßig entworfen u. ans Licht gestellet von friedrich Peter Tacken. 2., verm. Aufl.;Tacke, Friedrich Peter#1012848345m;;;;;;;;;Leipzig#getty7139158;;;;;;1732;8°;Catalogus I;Theologie;Abhandlung: theol.;Druck;ger;GBV;150878974;;;;;;;;;;;DigitalCopy von Ausgabe 1737;https://nbn-resolving.org/urn:nbn:de:gbv:32-1-10006623640;
50;9;00015;48;;;;Das Geistreiche Tischlied bey der Tafel Jesu. O Jesu du mein Bräutigam x. erklährt d. E. Finen. Braunschweig 1721;Das Geistreiche Tisch-Lied Bey der Taffel Jesu/ O Jesu du mein Bräutigam [et]c. [et]c. Bey unterschiedenen Hochfürstl. Communion-Andachten zu Braunschweig und Blanckenburg : Jn zwölff kurtzen Reden einfältig erkläret…;Finen, Eberhard#12131412Xm;;;;Ludwig Rudolf <Braunschweig-Lüneburg, Herzog>#124700470m [WIDMUNGSEMPFÄNGER];Christine Luise <Braunschweig-Lüneburg, Herzogin>#119157411w [WIDMUNGSEMPFÄNGERIN];Ferdinand Albrecht <Braunschweig-Lüneburg, Herzog>#102705224m [WIDMUNGSEMPFÄNGER];Antoinette Amalie <Braunschweig-Lüneburg, Herzogin>#141678615w [WIDMUNGSEMPFÄNGERIN];;Braunschweig#getty7004434;;;;;;1721;8°;Catalogus I;Theologie;Gelegenheitsschrift:Fest;Druck;ger;VD18;10967443;;;;;;;;;;;;"http://resolver.sub.uni-goettingen.de/purl?PPN722232977
 ";
51;9;00015;49;;;;item noch einmahl;Das Geistreiche Tisch-Lied Bey der Taffel Jesu/ O Jesu du mein Bräutigam [et]c. [et]c. Bey unterschiedenen Hochfürstl. Communion-Andachten zu Braunschweig und Blanckenburg : Jn zwölff kurtzen Reden einfältig erkläret…;Finen, Eberhard#12131412Xm;;;;Ludwig Rudolf <Braunschweig-Lüneburg, Herzog>#124700470m [WIDMUNGSEMPFÄNGER];Christine Luise <Braunschweig-Lüneburg, Herzogin>#119157411w [WIDMUNGSEMPFÄNGERIN];Ferdinand Albrecht <Braunschweig-Lüneburg, Herzog>#102705224m [WIDMUNGSEMPFÄNGER];Antoinette Amalie <Braunschweig-Lüneburg, Herzogin>#141678615w [WIDMUNGSEMPFÄNGERIN];;Braunschweig#getty7004434;;;;;;1721;8°;Catalogus I;Theologie;Gelegenheitsschrift:Fest;Druck;ger;VD18;10967443;;;;;;;;;;;;"http://resolver.sub.uni-goettingen.de/purl?PPN722232977
 ";
52;9;00015;50;;;;item;Das Geistreiche Tisch-Lied Bey der Taffel Jesu/ O Jesu du mein Bräutigam [et]c. [et]c. Bey unterschiedenen Hochfürstl. Communion-Andachten zu Braunschweig und Blanckenburg : Jn zwölff kurtzen Reden einfältig erkläret…;Finen, Eberhard#12131412Xm;;;;Ludwig Rudolf <Braunschweig-Lüneburg, Herzog>#124700470m [WIDMUNGSEMPFÄNGER];Christine Luise <Braunschweig-Lüneburg, Herzogin>#119157411w [WIDMUNGSEMPFÄNGERIN];Ferdinand Albrecht <Braunschweig-Lüneburg, Herzog>#102705224m [WIDMUNGSEMPFÄNGER];Antoinette Amalie <Braunschweig-Lüneburg, Herzogin>#141678615w [WIDMUNGSEMPFÄNGERIN];;Braunschweig#getty7004434;;;;;;1721;8°;Catalogus I;Theologie;Gelegenheitsschrift:Fest;Druck;ger;VD18;10967443;;;;;;;;;;;;"http://resolver.sub.uni-goettingen.de/purl?PPN722232977
 ";
53;10;00016;51;;;;Biblisches Spruchbuch auff das Jahr 1730. Blanckenburg.;Biblisches Spruch-Buch auf das Jahr...Worinn bey Lesung d. Heil. Schrift täglich einige Worte zur Betrachtung ausgesetzet, u. die daher entstandene Gedancken zum Theil in kurtze Sinn-Gedichte u. Arien verf. worden;;;;;;;;;;Blankenburg#getty7012401;;;Pape, Heinrich Adolf#1037509420m;;;1729;8°;Catalogus I;Theologie;Erbauungsliteratur;Druck;ger;GBV;151387966;;;;;;;;;;;;;
54;10;00016;52;;;;J. Gesenii Catechismus Fragen. Braunschweig 1721.;D. Justi Gesenii Catechismus-Fragen/ über Den kleinen Catechismum D. Martini Lutheri: Hier und da getheilet und kürtzer gefasset Auch Mit einigen Neuen wie auch den Beweiß aus denen Sprüchen H. Schrift Deutlicher machenden Fragen vermehret : Samt beygefügten Einfältigen Fragen D. Lutheri Und Alltäg- auch allstündlichen Seuftzern;Gesenius, Justus#11659554Xm;;;;Luther, Martin#118575449m;;;;;Braunschweig#getty7004434;;;Meyer, Friedrich Wilhelm#1037501683m;;;1721;8°;Catalogus I;Theologie;Katechismus;Druck;ger;VD18;1284358X;Herzog August Bibliothek;M: Th 964;Wappen-Exlibris: Friedericvs Franciscvs D. B. et L.. - Eingeklebte hs. Notiz: Friderich Franz Hzg. zu Braunschweig und Lüneburg;http://nbn-resolving.de/urn:nbn:de:gbv:23-drucke/th-9646;;;;;;;;;
55;10;00016;53;2;Teil 1-2;Teil 1-2;Traite de la religion révelée Martin. à Amsterdam 1723. Tom: i. ii;Traité de la religion révélée : Ou l' on fait voir que les Livres du V. et du N. Testament sont d' Inspiration divine;Martin, David#129826316m;;;;;;;;;Amsterdam#getty7006952;;;Schagen, Marten#1037542614m;;;1723;8°;Catalogus I;Theologie;Traktat;Druck;fre;GBV;151640947;;;;;;;;;;;;http://access.bl.uk/item/viewer/ark:/81055/vdc_100049139575.0x000001;
56;10;00016;54;;;;Das Gute der Gerechten in Christo. Potsdam 1732 von Heinrich Schubert.;Das Gute derer Gerechten in Christo : Aus Röm. 5, 1-11 vorgestellet in e. Predigt;Schubert, Heinrich#104146214m;;;;;;;;;Potsdam#getty7004463;;;Neumann, Bartholomäus#1037579623m;;;1732;8°;Catalogus I;Theologie;Predigt;Druck;ger;GBV;151009007;;;;;;;;;;;;;
57;10;00016;55;;;;Epitome credendorum od Inhalt Christl. Lehre d Nic: Hunnium. Wittenberg 1697.;Epitome Credendorum, Oder Inhalt Christlicher Lehre : So viel einem Christen davon zu seiner Seelen Seligkeit zu wissen und zu gläuben höchst-nöthig und nützlich ist / Aus Gottes Wort verfasset Durch Nicolaum Hunnium, der H. Schrifft D. und Superintendenten zu Lübeck;Hunnius, Nicolaus#117546569m;;;;Schrey, Jeremias <I.>#12854905Xm [VERLEGER/DRUCKER];;;;;Wittenberg#getty7078542;;;Heinrich Johann Meyer Erben#6146388-7;;;1697;8°;Catalogus I;Theologie;Katechismus;Druck;ger;VD17;1:074546W;Herzog August Bibliothek;M: Th 1331;Hs. Besitzvermerk: August Ferdinand hzbul [Herzog zu Braunschweig und Lüneburg] Wolffenb: [...] 1700.;;;;;;;;;http://resolver.staatsbibliothek-berlin.de/SBB0000290700000000;
58;10;00016;56;;;;Ph: A. Laubs dreyfache Arbeit am dienst des Herrn. Helmstedt.;Noch nicht ermittelt;Laub, Philipp Anton#124573231m;;;;;;;;;Helmstedt#getty7005247;;;;;;ca. 1715;8°;Catalogus I;Theologie;;Druck;ger;???;???;;;;;;;;;;;;;
59;10;00016;57;;;;Opfer der Heiligen. Oettingen 1710.;Opffer der Heiligen: Bestehend Jn zweyen Theilen andächtiger Gebethe: I. Jn allerley Seelen- und Leibes-Anliegen: II. Auf alle Son[n]- und Fest-Tags-Evangelia durchs gantze Jahr / Zu Beförderung eigner Andacht anfänglich abgefasset/ Nunmehro aber auch zu anderer Erbauung durch den Druck mitgetheilet;Elisabeth Juliane, Braunschweig-Lüneburg, Herzogin#104183772w;;;;;;;;;Oettingen#getty7012633;;;;;;1710;8°;Catalogus I;Theologie;Gebetbuch;Druck;ger;VD18;12828033;Herzog August Bibliothek;M: Th Sammelbd. 3 (1);;http://diglib.hab.de/drucke/th-sammelbd-3-1s/start.htm;;;;;;;;;
60;10;00016;58;;;;Religion der Moscowiter. aus den Französisch übersetzt. Franckfurt am Mayn 1714;"Religion der Moscowiter, Oder Ausführliche Beschreibung Derer Religion Anfang, Fortgang und jetzigen Wachsthum: Wie auch Jhrer Sitten, Gebräuche und Ceremonien; Erstlich in Frantzösischer Sprache verfasset, nunmehro Teutsch übersetzt, und mit Kupffer-Stichen gezieret";Oppenbusch, Michael von#121446794m;;;;Schleusing, Georg Adam#121578283m [ÜBERSETZER];;;;;Frankfurt/Main#getty7005293;Leipzig#getty7139158 ;;;;;1714;8°;Catalogus I;Theologie;Chronik;Druck;ger;VD18;1042735X;;;;;;;;;;;;http://nbn-resolving.org/urn:nbn:de:gbv:3:1-197592;
61;10;00016;59;;;;J. Halesii historia Concilii Dordraceni, ex anglico sermone vertit J. L. Moshemig. Hamb: 1724.;Ioannis Halesii Historia Concilii Dordraceni / Io. Lavr. Moshemivs ... Ex Anglico Sermone Latine Vertit, Variis Observationibvs Et Vita Halesii Avxit. Accedit Eivsdem De Avtoritate Concilii Dordraceni Paci Sacrae Noxia Consvltatio;Hales, John#128917490m;;;;Mosheim, Johann Lorenz, von#118737147m [HERAUSGEBER];Breitkopf, Bernhard Christoph#119355272m [DRUCKER];Carleton, Dudley#128854723m [ADRESSAT];;;Hamburg#getty7005289;Leipzig#getty7139158 ;;"Felginer, Theodor Christoph#135982227m; ";;;1724;8°;Catalogus I;Theologie;;Druck;lat;GBV;150630646;;;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10449279-1 ;
62;11;00017;60;;;;L. O. Lasii Fragen von den Weisen aus Morgenlande. Sorau 1731.;Christlich-Curieuse Fragen Von den Weisen aus Morgenlande: Darinn theils Alle remarqvablen Umstände derselben erörtert, Theils auch sehr viele der schönsten Realien erbaulich tractiret werden / Hat Der Evangelischen Christenheit zur weitern Betracht- und Anwendung wohlmeynend vorlegen wollen Laurentius Otto Lasius, Der Heil. Schrifft D. und der Ziebellischen Diœces, in der zur Ober-Lausitz gehörenden Grafschafft Callenberg, Pastor und Præpositus.;Lasius, Lorenz Otto#115537023m;;;;;;;;;Sorau#getty1048863;;;Hebold, Gottlob#1037501357m;;;1731;8°;Catalogus I;Theologie;Abhandlung: theol.;Druck;ger;VD18;10969268;;;;;;;;;;;;http://resolver.sub.uni-goettingen.de/purl?PPN719088798;
63;11;00017;61;4;Teil 1-4;Teil 1-4;Sermons du pere Bourdalou?. à Lyon 1707. Tom: i. ii. iii. iv.;Sermons Du Pere Bourdalou?, de la Compagnie de Jesus;Bourdalou?, Louis#118659529m;;;;;;;;;Lyon#getty7008772;;;Officine Anisson#1004508735;;;1707;8°;Catalogus I;Theologie;Predigt;Druck;fre;BVB;BV035012345;;;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10458172-5 ;
64;11;00017;62;;;;P. J. Speners Geistliche Priesterthum. Frft 1687.;Das Geistliche Priesterthum / Auß Göttlichem Wort kürtzlich beschrieben/ Und mit einstimmenden Zeugnüssen Gottseliger Lehrer bekräfftiget Von Philipp Jacob Spenern/ D. Predigern und Seniore in Franckfurt am Mayn. Nun zum dritten mahl gedruckt.;Spener, Philipp Jakob#118616099m;;;;Hartmann, Johann Ludwig#100160921m [WIDMUNGSEMPFÄNGER];Spitzel, Gottlieb#118616315m [WIDMUNGSEMPFÄNGER];;;;Frankfurt/Main#getty7005293;;;Zunner, Johann David#103750674Xm;;;1687;8°;Catalogus I;Theologie;;Druck;ger;VD17;12:105894P;;;;;;;;;;;;KEYP http://www.gbv.de/vd/vd17/12:105894P;
65;11;00017;63;;;;Grund-Regeln nach welchen die Kinder Christl. sollen aufferzogen werden. durch. Ma. El:  Ca. Al: Gräfin von Sporck. 1709.;Die wahre Grund-Regeln Nach Welchen die Kinder Christlich sollen aufferzogen werden : Enthalten: Jn einem Send-Schreiben/ Worinnen auch die fürnembsten Grund-Sätze deß Glaubens und Christlichen Wandels/ aller Arth Menschen zum Behuff begriffen seyn / [Pierre Poiret]. Auß der Frantzösischen in die Teütsche Sprach übersetzt durch Ma. El. Ca. Al. Gräfin von Sporck Deß Ordens Mariä Verkündigung;Poiret, Pierre#118595415m;;;;Sporck, Maria Eleonora Francisca Cajetana Aloysia von#128772964w;Thun-Hohenstein, Anna Catharina Gräfin von [WIDMUNGSEMPFÄNGERIN];;;;Breslau#getty7007601;;;Privatdruckerei des Franz Anton von Sporck#6145346-8;;;1709;8°;Catalogus I;Theologie;Pädagogik;Druck;ger;GBV;151834687;;;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10040916-9 ;
66;11;00017;64;;;;La douce et la Sainte mort par Jean Crasset à Brusselle 1706.;La douce et la sainte Mort;Crasset, Jean#100091695m;;;;;;;;;Brüssel#getty7007868;;;Foppens, François#104061685m;;;1706;8°;Catalogus I;Theologie;Erbauungsliteratur;Druck;fre;GBV;151704597;;;;;;;;;;;;https://books.google.be/books?id=-GA8AAAAcAAJ&hl=de&pg=PP7#v=onepage&q&f=false;
67;11;00017;65;2;Teil 1-3;Teil 1-2;Le paradis perdu de Milton. à Amsterdam 1729 Tom: i. ii.;"Le Paradis Perdu De Milton: Poëme Heroique; Traduit De L'Anglois / Avec les Remarques de Mr. Addisson";Milton, John#118582607m;;;;Addison, Joseph#118500619m;Knapen, André#1037599144m [DRUCKER];Gissey, Henri Simon Pierre#1037544900m [DRUCKER];;;Amsterdam#getty7006952;;;Mortier, Pierre#1037559606m;;;1729;8°;Catalogus I;Theologie;Epos;Druck;fre;GBV;519590821;;;;;;;;;;;;https://books.google.de/books?id=XKeBApRKjcAC&hl=de&pg=PA1#v=onepage&q&f=false;
68;11;00017;66;3;Teil 1-3;Teil 1-3;Das Licht ohne Schatten d. G. M. Preu, gegen das Licht und Schatten J. Ferlers. Augsburg. Tom: i. ii. iii.;Das Licht ohne Schatten, oder Die pur lautere Wahrheit, welche in der evangelischen Kirche Christi gelehret wird : Klar und gründlich dargestellt gegen das Licht und Schatten Herrn Johann Ferlers ... durch Georg Michael Preu;Preu, Georg Michael#100232345m;;;;Ferler, Johann#141085541m;;;;;Augsburg#getty7004324;;;Mertz, David Reymund#1023934779m;Meyer, Johann Jakob#1004520204m;;1730;8°;Catalogus I;Theologie;Streitschrift: theol.;Druck;ger;GBV;242701876;;;;;;;;;;;;urn:nbn:de:bvb:12-bsb11274083-6;
69;11;00017;67;;;;Gottgefälliges Hauß-Opfer von Gottfreund Gutwalt. Nördlingen 1726.;Gott-gefälliges Haus-Opffer : Das ist, ein vollständiges Hauß-Gebet-Buch;Gutwalt, Gottfreund#1122846355m;;;;;;;;;Nördlingen#getty7012334;;;Mundbach, Georg Gottfried#1037569597m;;;1726;8°;Catalogus I;Theologie;Gebetbuch;Druck;ger;GBV;151087784;;;;;;;;;;;;;
70;11;00017;68;;;;Gundei von Rosenkrantz erinnerung an seine Söhne von den dem Rechten Verstand u. Gebrauch des Heil. Abendmahls. Michaelstein 1715.;Gundæi von Rosenkrantz, Väterliche Erinnerung an Seine Söhne Von dem rechten Verstand und Gebrauch des heil. Abendmahls…;Rosenkrantz, Gunde#103117393m;;;;;;;;;Michaelstein#getty7130041;;;Struve, Henning Conrad#1037502116m;;;1715;8°;Catalogus I;Theologie;Katechismus | Erbauungsliteratur;Druck;ger;VD18;12856789;;;;;;;;;;;;http://nbn-resolving.de/urn:nbn:de:gbv:23-drucke/te-10634;
71;12;00018;69;;;;Herrn Claude Groteste de la Mothe Abhandlung von der demuth. Leipzig und Wolfenbüttel. 1729;Herrn Claude Groteste De La Mothe, Hochberühmten Predigers bey der Savoyischen Kirche in London, Erbauliche Abhandlung von der Demuth: Welcher noch beygefüget sind: Einige Zeugnisse H. Schrift, Des frommen Thomä von Kempis Heilige Betrachtungen. Und des scharfsinnigen Abts Boileau Geistreiche Gedancken Welche uns Zur Ausübung wahrer Herzens-Demuth kräftigst ermuntern können/ Wegen ihrer Vortrefflichkeit in die teutsche Sprache übersetzet von Heinrich Richard Märtens Conventualen zum Closter Michaelstein, Nebst einer Vorrede Johann Lorentz Mosheims Abtens von Michaelstein und Marienthal;Grostête, Claude#101663587m;;;;Märtens, Heinrich R.#100198716m [ÜBERSETZER];Mosheim, Johann Lorenz von#118737147m [VORREDNER];Thomas <von Kempen>#118642766m [BEITRÄGER];Boileau, Charles#136662536m [BEITRÄGER];;Leipzig#getty7139158;Wolfenbüttel#getty7005253;;Meisner, Johann Christoph#1014515564m;;;1729;8°;Catalogus I;Theologie;Erbauungsliteratur;Druck;ger;VD18;11540729;;;;;;;;;;;;http://digital.slub-dresden.de/id423915088;
72;12;00018;70;;;;anderer theil der Sonn und Fest-tags Predigten von Quasimodogeniti bis d 24 Sonntag nach Trinitatis;August Hermann Franckens...Kurtze Sonn- und Fest-Tags-Predigten: Darinnen Vornehmlich zum wahren, lebendigen Kraftvollen...Glauben, die nöthige Aufweckung und Anweisung gegeben wird. Theil 2 : Von Quasimodogeniti bis den 24. Sonntag nach Trinitatis;Francke, August Hermann#118534688m;;;;;;;;;Halle/Saale#getty1036898 ;;;;;;1718;8°;Catalogus I;Theologie;Abhandlung: theol.;Druck;ger;GBV;30520825X;;;;;;;;;;;Digitalisat umfasst beide Teile in einem Band;urn:nbn:de:gbv:ha33-1-160045 ;
